Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Power,Seats,New_Price,Price,Engine,Model,Brand,Mileage_Unit,Mileage_Clean
Ford Figo Diesel ZXI,Kolkata,2012,110438,Diesel,Manual,First,68.05,5.0,765000.0,3.5,1.4,Ford Figo,Ford,kmpl,20.0
Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2017,66507,Petrol,Automatic,Second,88.7,5.0,910000.0,5.43,1.2,Honda Jazz,Honda,kmpl,19.0
Ford Endeavour 3.2 Titanium AT 4X4,Coimbatore,2017,54650,Diesel,Automatic,First,197.0,7.0,3529000.0,30.35,3.2,Ford Endeavour,Ford,kmpl,10.91
Nissan Sunny XL CVT,Hyderabad,2014,32000,Petrol,Automatic,First,99.6,5.0,1133000.0,7.99,1.5,Nissan Sunny,Nissan,kmpl,17.97
Skoda Octavia Ambiente 1.9 TDI MT,Coimbatore,2011,75378,Diesel,Manual,First,66.0,5.0,2837000.0,3.59,1.9,Skoda Octavia,Skoda,kmpl,18.7
Chevrolet Beat Diesel LT,Chennai,2012,82697,Diesel,Manual,First,57.6,5.0,1147000.0,1.9,0.9,Chevrolet Beat,Chevrolet,kmpl,25.44
Toyota Camry W2 (AT),Chennai,2009,135000,Petrol,Automatic,First,164.7,5.0,4061999.9999999995,4.7,2.4,Toyota Camry,Toyota,kmpl,12.1
Renault Duster 110PS Diesel RxZ,Chennai,2012,149000,Diesel,Manual,First,108.45,5.0,1594000.0,7.25,1.5,Renault Duster,Renault,kmpl,19.01
Mercedes-Benz GLA Class 200 d Style,Kochi,2016,26212,Diesel,Automatic,First,136.0,5.0,3872000.0,24.46,2.1,Mercedes-Benz GLA,Mercedes-Benz,kmpl,17.9
Tata Zest Revotron 1.2T XMS,Pune,2014,23500,Petrol,Manual,Second,88.7,5.0,770000.0,3.9,1.2,Tata Zest,Tata,kmpl,17.57
Hyundai i20 1.2 Magna,Coimbatore,2013,56127,Petrol,Manual,First,80.0,5.0,974000.0,5.15,1.2,Hyundai i20,Hyundai,kmpl,18.5
Maruti Wagon R VXI AMT1.2,Mumbai,2015,26000,Petrol,Automatic,First,81.8,5.0,643000.0,3.65,1.2,Maruti Wagon,Maruti,kmpl,21.5
Hyundai Xcent 1.2 CRDi S,Kolkata,2016,26000,Diesel,Manual,First,73.97,5.0,823000.0,5.0,1.2,Hyundai Xcent,Hyundai,kmpl,25.4
Honda City 1.5 S MT,Kolkata,2009,42000,Petrol,Manual,First,118.0,5.0,1268000.0,2.3,1.5,Honda City,Honda,kmpl,17.0
Hyundai Accent GLE,Pune,2001,130000,Petrol,Manual,Second,94.0,5.0,974000.0,0.75,1.5,Hyundai Accent,Hyundai,kmpl,13.2
Hyundai Verna Xi (Petrol),Kochi,2009,137148,Petrol,Manual,Second,103.2,5.0,1392000.0,1.85,1.6,Hyundai Verna,Hyundai,kmpl,13.9
Ford Figo Petrol ZXI,Kolkata,2010,114703,Petrol,Manual,First,70.0,5.0,765000.0,1.8,1.2,Ford Figo,Ford,kmpl,15.6
Honda Amaze S i-Dtech,Kochi,2014,97439,Diesel,Manual,First,98.6,5.0,853999.9999999999,4.41,1.5,Honda Amaze,Honda,kmpl,25.8
Maruti Wagon R LX BSII,Chennai,2006,40000,Petrol,Manual,First,67.1,5.0,531500.0,2.0,1.0,Maruti Wagon,Maruti,kmpl,18.9
Mercedes-Benz E-Class Facelift,Bangalore,2014,28000,Diesel,Automatic,First,258.0,5.0,8757000.0,31.75,3.0,Mercedes-Benz E-Class,Mercedes-Benz,kmpl,13.0
Audi A6 2011-2015 35 TDI Technology,Bangalore,2015,37500,Diesel,Automatic,First,174.33,5.0,6767000.0,32.0,2.0,Audi A6,Audi,kmpl,17.68
Mercedes-Benz S Class 2005 2013 S 350 CDI,Hyderabad,2010,37000,Diesel,Automatic,First,282.0,5.0,4949000.0,21.0,3.0,Mercedes-Benz S,Mercedes-Benz,kmpl,13.5
Maruti Swift Dzire LDi,Ahmedabad,2010,83000,Diesel,Manual,First,73.9,5.0,699000.0,2.75,1.2,Maruti Swift,Maruti,kmpl,19.3
Toyota Corolla H2,Coimbatore,2005,79012,Petrol,Manual,First,125.0,5.0,2266000.0,2.64,1.8,Toyota Corolla,Toyota,kmpl,13.4
Mahindra Scorpio S10 7 Seater,Kochi,2018,27395,Diesel,Manual,First,120.0,7.0,1639999.9999999998,14.19,2.2,Mahindra Scorpio,Mahindra,kmpl,15.4
Maruti Wagon R VXI,Jaipur,2017,35362,Petrol,Manual,First,67.04,5.0,544000.0,3.85,1.0,Maruti Wagon,Maruti,kmpl,22.5
Toyota Fortuner 4x2 Manual,Delhi,2014,117000,Diesel,Manual,First,168.5,7.0,3717000.0,15.5,3.0,Toyota Fortuner,Toyota,kmpl,13.0
Maruti Zen Estilo 1.1 LX BSIII,Mumbai,2010,23000,Petrol,Manual,First,64.0,5.0,792000.0,1.9,1.1,Maruti Zen,Maruti,kmpl,18.2
Tata Nano CX,Kochi,2014,59508,Petrol,Manual,First,37.48,4.0,777000.0,1.26,0.6,Tata Nano,Tata,kmpl,25.4
Hyundai i20 Magna,Chennai,2009,69000,Petrol,Manual,Second,80.0,5.0,974000.0,2.4,1.2,Hyundai i20,Hyundai,kmpl,18.5
BMW 3 Series 320d,Bangalore,2010,58000,Diesel,Automatic,First,190.0,5.0,4879000.0,11.5,2.0,BMW 3,BMW,kmpl,22.69
Mahindra XUV500 W6 2WD,Jaipur,2014,88511,Diesel,Manual,First,140.0,7.0,1639999.9999999998,8.25,2.2,Mahindra XUV500,Mahindra,kmpl,16.0
Volkswagen Vento IPL II Petrol Trendline,Pune,2011,66000,Petrol,Manual,First,105.0,5.0,1191000.0,2.75,1.6,Volkswagen Vento,Volkswagen,kmpl,15.8
Skoda Fabia 1.2 MPI Classic,Delhi,2009,65000,Petrol,Manual,Second,70.0,5.0,2837000.0,1.4,1.2,Skoda Fabia,Skoda,kmpl,17.5
Tata Nano Twist XT,Coimbatore,2015,30676,Petrol,Manual,First,37.5,4.0,777000.0,2.9,0.6,Tata Nano,Tata,kmpl,25.4
Ford Figo Diesel EXI,Chennai,2011,76000,Diesel,Manual,First,68.0,5.0,765000.0,2.4,1.4,Ford Figo,Ford,kmpl,20.0
Volkswagen Vento IPL II Petrol Highline AT,Pune,2013,23627,Petrol,Automatic,First,105.0,5.0,1163500.0,4.75,1.6,Volkswagen Vento,Volkswagen,kmpl,14.8
Land Rover Range Rover HSE Dynamic,Kochi,2018,52827,Diesel,Automatic,First,187.7,5.0,13300000.0,44.76,2.2,Land Rover,Land,kmpl,12.7
Honda City i DTEC SV,Kochi,2015,64465,Diesel,Manual,First,98.6,5.0,1529000.0,6.22,1.5,Honda City,Honda,kmpl,26.0
Renault KWID Climber 1.0 AMT,Chennai,2018,14000,Petrol,Automatic,First,67.0,5.0,567000.0,4.5,1.0,Renault KWID,Renault,kmpl,22.5
Hyundai Grand i10 Asta Option,Mumbai,2015,26000,Petrol,Manual,First,82.0,5.0,818000.0,4.25,1.2,Hyundai Grand,Hyundai,kmpl,18.9
Chevrolet Cruze LTZ AT,Hyderabad,2011,78203,Diesel,Automatic,First,147.9,4.0,1147000.0,5.5,2.0,Chevrolet Cruze,Chevrolet,kmpl,18.1
Hyundai i20 1.4 Asta,Mumbai,2017,27000,Diesel,Manual,First,88.73,5.0,974000.0,6.95,1.4,Hyundai i20,Hyundai,kmpl,22.54
Maruti Alto K10 VXI AGS,Coimbatore,2018,31919,Petrol,Automatic,First,67.1,5.0,421000.0,4.56,1.0,Maruti Alto,Maruti,kmpl,24.07
Hyundai Creta 1.6 SX Option Diesel,Coimbatore,2016,47392,Diesel,Manual,First,126.2,5.0,1918000.0,13.82,1.6,Hyundai Creta,Hyundai,kmpl,20.5
Honda Amaze VX i-Vtech,Mumbai,2016,17362,Petrol,Manual,First,86.7,5.0,785500.0,5.65,1.2,Honda Amaze,Honda,kmpl,18.0
Hyundai i20 Active 1.4 SX Dual Tone,Kochi,2016,49716,Diesel,Manual,First,88.73,5.0,974000.0,6.2,1.4,Hyundai i20,Hyundai,kmpl,21.19
Maruti Celerio VXI,Delhi,2014,48000,Petrol,Manual,First,67.04,5.0,557000.0,3.25,1.0,Maruti Celerio,Maruti,kmpl,23.1
Audi A4 2.0 TDI,Kolkata,2009,46000,Diesel,Automatic,First,147.51,5.0,5314000.0,8.5,2.0,Audi A4,Audi,kmpl,16.55
Hyundai Verna 1.4 CRDi,Bangalore,2016,79000,Diesel,Manual,First,88.7,5.0,1073000.0,7.25,1.4,Hyundai Verna,Hyundai,kmpl,24.8
Renault Fluence Diesel E4,Pune,2013,57000,Diesel,Manual,First,78.0,5.0,1501000.0,4.61,1.5,Renault Fluence,Renault,kmpl,21.8
Volkswagen Polo 1.2 MPI Highline,Delhi,2016,29754,Petrol,Manual,First,74.0,5.0,1126000.0,5.3,1.2,Volkswagen Polo,Volkswagen,kmpl,16.2
Tata Indigo LX,Ahmedabad,2012,50123,Diesel,Manual,First,70.0,5.0,777000.0,1.9,1.4,Tata Indigo,Tata,kmpl,17.0
Hyundai i10 Sportz,Kochi,2012,57184,Petrol,Manual,First,78.9,5.0,974000.0,3.09,1.2,Hyundai i10,Hyundai,kmpl,20.36
BMW 7 Series 730Ld Sedan,Mumbai,2007,75000,Diesel,Automatic,Second,258.0,5.0,15300000.0,9.5,3.0,BMW 7,BMW,kmpl,16.46
Hyundai Creta 1.6 CRDi AT SX Plus,Mumbai,2015,26000,Diesel,Automatic,First,126.2,5.0,1621000.0,12.65,1.6,Hyundai Creta,Hyundai,kmpl,17.01
Hyundai Grand i10 Magna,Delhi,2016,22129,Petrol,Manual,First,82.0,5.0,746000.0,4.25,1.2,Hyundai Grand,Hyundai,kmpl,18.9
Maruti Ritz VDi,Hyderabad,2011,127887,Diesel,Manual,First,73.9,5.0,792000.0,2.95,1.2,Maruti Ritz,Maruti,kmpl,21.1
Mahindra Scorpio 2.6 SLX CRDe,Hyderabad,2006,92000,Diesel,Manual,First,120.0,8.0,1639999.9999999998,3.45,2.2,Mahindra Scorpio,Mahindra,kmpl,10.5
Hyundai i10 Era,Hyderabad,2011,60634,Petrol,Manual,First,68.05,5.0,974000.0,3.3,1.1,Hyundai i10,Hyundai,kmpl,19.81
Tata Safari Storme 2012-2015 VX,Hyderabad,2014,90000,Diesel,Manual,First,138.1,7.0,1695000.0,8.0,2.2,Tata Safari,Tata,kmpl,14.0
Honda Civic 2006-2010 1.8 V MT,Kolkata,2009,59000,Petrol,Manual,First,130.0,5.0,1185000.0,2.71,1.8,Honda Civic,Honda,kmpl,13.5
Maruti Zen Estilo LXI BSIII,Hyderabad,2012,59293,Petrol,Manual,First,67.1,5.0,792000.0,2.7,1.0,Maruti Zen,Maruti,kmpl,18.2
Maruti Swift Dzire VDI,Mumbai,2012,80753,Diesel,Manual,Second,74.0,5.0,792000.0,4.5,1.2,Maruti Swift,Maruti,kmpl,23.4
Toyota Fortuner 4x2 Manual,Delhi,2015,40000,Diesel,Manual,Second,168.5,7.0,3717000.0,18.75,3.0,Toyota Fortuner,Toyota,kmpl,13.0
Maruti Swift VDI,Pune,2014,103000,Diesel,Manual,Second,74.0,5.0,807000.0,5.25,1.2,Maruti Swift,Maruti,kmpl,28.4
Maruti Dzire LDI,Pune,2017,48000,Diesel,Manual,First,73.75,5.0,791000.0,6.0,1.2,Maruti Dzire,Maruti,kmpl,28.4
Hyundai Grand i10 Asta,Kolkata,2014,41000,Petrol,Manual,First,82.0,5.0,777500.0,3.14,1.2,Hyundai Grand,Hyundai,kmpl,18.9
Renault KWID RXL,Jaipur,2016,26000,Petrol,Manual,First,53.3,5.0,396000.0,2.55,0.8,Renault KWID,Renault,kmpl,25.17
Tata Indigo CS eGLX BS IV,Jaipur,2012,30000,Petrol,Manual,Second,64.08,5.0,777000.0,2.3,1.2,Tata Indigo,Tata,kmpl,15.64
Ford Figo Diesel Titanium,Hyderabad,2014,74624,Diesel,Manual,First,68.05,5.0,765000.0,5.65,1.4,Ford Figo,Ford,kmpl,20.0
Porsche Cayenne 2009-2014 Diesel,Kochi,2015,47877,Diesel,Automatic,First,240.0,5.0,13600000.000000002,48.22,3.0,Porsche Cayenne,Porsche,kmpl,15.15
Maruti Alto K10 VXI,Jaipur,2016,35000,Petrol,Manual,First,67.1,5.0,424000.0,3.0,1.0,Maruti Alto,Maruti,kmpl,24.07
Volkswagen Vento 1.5 TDI Highline,Ahmedabad,2015,52123,Diesel,Manual,First,103.2,5.0,1426000.0,7.5,1.5,Volkswagen Vento,Volkswagen,kmpl,20.34
Mahindra Scorpio 2.6 SLX CRDe,Bangalore,2005,90000,Diesel,Manual,First,120.0,8.0,1639999.9999999998,2.6,2.2,Mahindra Scorpio,Mahindra,kmpl,10.5
BMW X3 xDrive 20d Luxury Line,Mumbai,2018,1400,Diesel,Automatic,First,190.0,5.0,7055000.0,61.25,2.0,BMW X3,BMW,kmpl,18.56
Honda City 1.5 V MT,Chennai,2009,122000,Petrol,Manual,Second,118.0,5.0,1268000.0,3.5,1.5,Honda City,Honda,kmpl,17.0
Mini Cooper 3 DOOR S,Kochi,2016,21110,Petrol,Automatic,First,189.08,4.0,3927000.0000000005,28.95,2.0,Mini Cooper,Mini,kmpl,17.44
Mitsubishi Pajero Sport 4X4 AT,Pune,2015,78000,Diesel,Automatic,First,175.56,6.0,3460000.0,15.0,2.5,Mitsubishi Pajero,Mitsubishi,kmpl,13.5
Maruti Swift Dzire VDi,Jaipur,2012,72000,Diesel,Manual,First,73.9,5.0,792000.0,4.25,1.2,Maruti Swift,Maruti,kmpl,19.3
Bentley Continental Flying Spur,Hyderabad,2006,48000,Petrol,Automatic,First,552.0,4.0,1147000.0,59.0,6.0,Bentley Continental,Bentley,kmpl,8.6
Maruti Ertiga VDI,Pune,2013,43486,Diesel,Manual,First,88.76,7.0,1204500.0,6.6,1.2,Maruti Ertiga,Maruti,kmpl,20.77
Toyota Innova 2.5 G4 Diesel 7-seater,Hyderabad,2007,199000,Diesel,Manual,Second,102.0,7.0,2354000.0,5.2,2.5,Toyota Innova,Toyota,kmpl,12.8
Mercedes-Benz New C-Class C 200 Kompressor Elegance MT,Chennai,2010,34000,Petrol,Manual,First,178.0,5.0,4949000.0,10.0,1.8,Mercedes-Benz New,Mercedes-Benz,kmpl,11.7
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Bangalore,2016,37944,Diesel,Automatic,First,167.62,5.0,4949000.0,35.0,2.1,Mercedes-Benz New,Mercedes-Benz,kmpl,14.84
Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2017,30000,Diesel,Manual,First,89.84,5.0,1212000.0,8.75,1.5,Ford Ecosport,Ford,kmpl,22.7
Toyota Etios Liva 1.2 G,Coimbatore,2015,64005,Petrol,Manual,First,78.9,5.0,641000.0,4.57,1.2,Toyota Etios,Toyota,kmpl,17.71
Hyundai i10 Magna 1.2,Delhi,2012,62000,Petrol,Manual,First,78.9,5.0,974000.0,2.5,1.2,Hyundai i10,Hyundai,kmpl,20.36
Land Rover Freelander 2 SE,Kochi,2014,59885,Diesel,Automatic,First,147.51,5.0,13300000.0,20.11,2.2,Land Rover,Land,kmpl,12.39
Toyota Innova 2.5 V Diesel 8-seater,Hyderabad,2011,144471,Diesel,Manual,First,102.0,8.0,2354000.0,7.8,2.5,Toyota Innova,Toyota,kmpl,12.8
Hyundai i20 1.2 Magna,Coimbatore,2011,63991,Petrol,Manual,First,80.0,5.0,974000.0,3.61,1.2,Hyundai i20,Hyundai,kmpl,18.5
Nissan Micra XV CVT,Mumbai,2015,34895,Petrol,Automatic,First,75.94,5.0,947000.0000000001,4.6,1.2,Nissan Micra,Nissan,kmpl,19.15
BMW X6 xDrive 40d M Sport,Ahmedabad,2015,97003,Diesel,Automatic,First,308.43,5.0,5655000.0,85.0,3.0,BMW X6,BMW,kmpl,15.87
Honda City 1.5 V AT,Kolkata,2015,45000,Petrol,Automatic,First,118.0,5.0,1529000.0,5.25,1.5,Honda City,Honda,kmpl,16.8
Honda Amaze E i-Dtech,Delhi,2013,45000,Diesel,Manual,Second,98.6,5.0,853999.9999999999,3.3,1.5,Honda Amaze,Honda,kmpl,25.8
Toyota Fortuner 3.0 Diesel,Bangalore,2013,100000,Diesel,Manual,Second,171.0,7.0,3717000.0,17.75,3.0,Toyota Fortuner,Toyota,kmpl,11.5
Land Rover Discovery Sport SD4 HSE Luxury,Delhi,2016,70000,Diesel,Automatic,First,187.7,5.0,13300000.0,35.0,2.2,Land Rover,Land,kmpl,12.97
Hyundai Creta 1.6 CRDi SX,Coimbatore,2016,37023,Diesel,Manual,First,126.2,5.0,1621000.0,13.39,1.6,Hyundai Creta,Hyundai,kmpl,19.67
Chevrolet Beat Diesel LT,Chennai,2012,81000,Diesel,Manual,First,56.3,5.0,1147000.0,2.5,0.9,Chevrolet Beat,Chevrolet,kmpl,25.44
Toyota Innova Crysta 2.8 GX AT,Kochi,2017,20789,Diesel,Automatic,First,171.5,7.0,2073999.9999999998,18.36,2.8,Toyota Innova,Toyota,kmpl,11.36
Maruti Swift Dzire VDI,Jaipur,2015,68310,Diesel,Manual,First,74.0,5.0,750500.0,5.95,1.2,Maruti Swift,Maruti,kmpl,23.4
Hyundai Creta 1.6 CRDi SX Option,Mumbai,2015,47250,Diesel,Manual,Second,126.2,5.0,1621000.0,11.0,1.6,Hyundai Creta,Hyundai,kmpl,19.67
Land Rover Range Rover Sport SE,Delhi,2014,47000,Diesel,Automatic,Second,255.0,5.0,13899999.999999998,64.75,3.0,Land Rover,Land,kmpl,12.65
Honda Amaze VX i-DTEC,Hyderabad,2017,128000,Diesel,Manual,First,98.6,5.0,853999.9999999999,6.3,1.5,Honda Amaze,Honda,kmpl,25.8
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Kochi,2017,17702,Petrol,Manual,First,121.3,5.0,1752000.0,11.94,1.6,Hyundai Creta,Hyundai,kmpl,15.29
Volkswagen Vento Sport 1.2 TSI AT,Mumbai,2014,34987,Petrol,Automatic,First,103.5,5.0,1163500.0,5.95,1.2,Volkswagen Vento,Volkswagen,kmpl,18.19
Honda City i DTec VX,Ahmedabad,2017,37000,Diesel,Manual,First,98.6,5.0,1498000.0,11.0,1.5,Honda City,Honda,kmpl,26.0
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,2017,38271,Petrol,Manual,First,121.3,5.0,1752000.0,12.53,1.6,Hyundai Creta,Hyundai,kmpl,15.29
Ford Figo Diesel Titanium,Bangalore,2012,32510,Diesel,Manual,Second,68.0,5.0,765000.0,3.75,1.4,Ford Figo,Ford,kmpl,20.0
BMW 5 Series 2013-2017 530d M Sport,Pune,2014,88000,Diesel,Automatic,First,258.0,5.0,7831000.0,27.0,3.0,BMW 5,BMW,kmpl,14.69
Mitsubishi Pajero 2.8 SFX 7Str,Pune,2012,116000,Diesel,Manual,First,107.2,6.0,3390999.9999999995,9.95,2.8,Mitsubishi Pajero,Mitsubishi,kmpl,10.5
Renault Duster 85PS Diesel RxL Option,Jaipur,2013,156000,Diesel,Manual,First,83.8,5.0,1501000.0,4.2,1.5,Renault Duster,Renault,kmpl,19.87
Maruti Ritz VXI,Delhi,2010,75319,Petrol,Manual,Second,85.8,5.0,792000.0,2.0,1.2,Maruti Ritz,Maruti,kmpl,21.1
Hyundai Grand i10 Sportz,Kolkata,2013,28000,Petrol,Manual,First,82.0,5.0,746000.0,3.25,1.2,Hyundai Grand,Hyundai,kmpl,18.9
Mercedes-Benz GLA Class 200 CDI SPORT,Bangalore,2017,16500,Diesel,Automatic,First,136.0,5.0,4194000.0,34.0,2.1,Mercedes-Benz GLA,Mercedes-Benz,kmpl,17.9
BMW 5 Series 520d Luxury Line,Coimbatore,2016,75637,Diesel,Automatic,First,190.0,5.0,7181999.999999999,30.37,2.0,BMW 5,BMW,kmpl,22.48
Hyundai Creta 1.6 SX Plus Petrol Automatic,Kochi,2018,32854,Petrol,Automatic,First,121.3,5.0,1605999.9999999998,12.6,1.6,Hyundai Creta,Hyundai,kmpl,13.0
Renault KWID RXT Optional,Kochi,2019,6568,Petrol,Manual,First,53.3,5.0,478000.0,5.09,0.8,Renault KWID,Renault,kmpl,25.17
Audi A4 3.0 TDI Quattro,Bangalore,2014,30000,Diesel,Automatic,First,241.4,5.0,5314000.0,24.5,3.0,Audi A4,Audi,kmpl,14.94
Maruti Ciaz VDI SHVS,Kochi,2018,17804,Diesel,Manual,Second,88.5,5.0,1111000.0,7.97,1.2,Maruti Ciaz,Maruti,kmpl,28.09
Honda Jazz S,Delhi,2011,69768,Petrol,Manual,First,90.0,5.0,861000.0,2.9,1.2,Honda Jazz,Honda,kmpl,16.0
BMW 3 Series 320d Luxury Line,Kochi,2016,62404,Diesel,Automatic,First,190.0,5.0,5443000.0,21.33,2.0,BMW 3,BMW,kmpl,22.69
Hyundai Verna SX CRDi AT,Bangalore,2012,97000,Diesel,Automatic,Second,126.32,5.0,1370000.0,6.5,1.6,Hyundai Verna,Hyundai,kmpl,19.08
Hyundai Creta 1.4 CRDi S Plus,Coimbatore,2016,55687,Diesel,Manual,First,88.7,5.0,1181000.0,12.15,1.4,Hyundai Creta,Hyundai,kmpl,21.38
Volkswagen Vento 2013-2015 1.6 Comfortline,Kolkata,2014,17000,Petrol,Manual,First,103.2,5.0,1163500.0,4.25,1.6,Volkswagen Vento,Volkswagen,kmpl,15.04
BMW 3 Series Luxury Line,Coimbatore,2017,34232,Diesel,Automatic,First,190.0,5.0,5507000.0,35.84,2.0,BMW 3,BMW,kmpl,21.76
Honda CR-V Petrol 2WD,Chennai,2004,135000,Petrol,Automatic,Third,152.0,5.0,3351000.0,3.0,2.0,Honda CR-V,Honda,kmpl,14.4
Renault Duster 110PS Diesel RxZ AWD,Chennai,2012,80000,Diesel,Manual,First,108.45,5.0,1594000.0,6.75,1.5,Renault Duster,Renault,kmpl,19.72
Hyundai i20 Asta 1.2,Bangalore,2014,31045,Petrol,Manual,Second,81.83,5.0,974000.0,5.65,1.2,Hyundai i20,Hyundai,kmpl,18.6
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Pune,2013,58000,Diesel,Automatic,Second,138.03,5.0,1126000.0,7.5,2.0,Volkswagen Jetta,Volkswagen,kmpl,16.96
Hyundai Creta 1.6 SX Plus Diesel,Kochi,2018,35480,Diesel,Manual,First,126.2,5.0,1605999.9999999998,13.34,1.6,Hyundai Creta,Hyundai,kmpl,19.67
Maruti Ciaz VDI SHVS,Hyderabad,2016,62287,Diesel,Manual,First,88.5,5.0,1111000.0,7.9,1.2,Maruti Ciaz,Maruti,kmpl,28.09
Hyundai i20 Asta 1.4 CRDi,Coimbatore,2015,46162,Diesel,Manual,First,88.73,5.0,974000.0,6.98,1.4,Hyundai i20,Hyundai,kmpl,22.54
Hyundai Verna 1.6 SX VTVT,Mumbai,2014,9200,Petrol,Manual,First,121.3,5.0,1392000.0,5.75,1.6,Hyundai Verna,Hyundai,kmpl,17.01
Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2012,55339,Diesel,Manual,First,73.9,5.0,1126000.0,2.65,1.2,Volkswagen Polo,Volkswagen,kmpl,22.07
Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2011,55476,Diesel,Manual,First,73.9,5.0,1126000.0,2.49,1.2,Volkswagen Polo,Volkswagen,kmpl,22.07
Maruti SX4 Vxi BSIII,Pune,2007,68553,Petrol,Manual,Second,104.68,5.0,792000.0,1.5,1.6,Maruti SX4,Maruti,kmpl,15.0
Honda Mobilio RS Option i DTEC,Kochi,2016,67376,Diesel,Manual,First,98.6,7.0,1185000.0,6.5,1.5,Honda Mobilio,Honda,kmpl,24.5
Renault Duster 110PS Diesel RxZ Plus,Hyderabad,2013,42000,Diesel,Manual,First,108.45,5.0,1501000.0,8.0,1.5,Renault Duster,Renault,kmpl,19.64
Toyota Fortuner 2.8 2WD AT,Coimbatore,2019,28069,Diesel,Automatic,First,174.5,7.0,3445000.0000000005,30.85,2.8,Toyota Fortuner,Toyota,kmpl,12.9
Volvo XC60 D4 SUMMUM,Kochi,2014,93144,Diesel,Automatic,First,181.0,5.0,4567000.0,17.15,2.0,Volvo XC60,Volvo,kmpl,14.7
Maruti Celerio VXI AT,Hyderabad,2014,24300,Petrol,Automatic,First,67.04,5.0,557000.0,4.55,1.0,Maruti Celerio,Maruti,kmpl,23.1
Maruti Ciaz ZDi Plus,Hyderabad,2015,47883,Diesel,Manual,Second,88.5,5.0,1111000.0,7.4,1.2,Maruti Ciaz,Maruti,kmpl,26.21
Audi Q5 2008-2012 2.0 TDI,Kochi,2013,12467,Diesel,Automatic,First,167.6,5.0,5314000.0,25.64,2.0,Audi Q5,Audi,kmpl,12.8
BMW X1 sDrive 20d Sportline,Kolkata,2013,56683,Diesel,Automatic,Second,184.0,5.0,4957500.0,13.5,2.0,BMW X1,BMW,kmpl,17.05
Ford Figo Petrol ZXI,Bangalore,2013,38000,Petrol,Manual,First,70.0,5.0,765000.0,3.55,1.2,Ford Figo,Ford,kmpl,15.6
Hyundai Elantra CRDi SX,Ahmedabad,2018,35000,Diesel,Manual,First,126.2,5.0,2087000.0,15.0,1.6,Hyundai Elantra,Hyundai,kmpl,22.7
Hyundai Verna 1.6 i ABS,Pune,2007,80000,Petrol,Manual,Second,103.2,5.0,1392000.0,1.95,1.6,Hyundai Verna,Hyundai,kmpl,13.9
Honda Civic 2006-2010 1.8 S MT,Pune,2006,125000,Petrol,Manual,Second,130.0,5.0,1185000.0,2.3,1.8,Honda Civic,Honda,kmpl,13.5
Toyota Fortuner 4x4 MT,Chennai,2013,123000,Diesel,Manual,Second,168.5,7.0,3717000.0,15.0,3.0,Toyota Fortuner,Toyota,kmpl,12.55
Hyundai i10 Sportz,Chennai,2012,70000,Petrol,Manual,First,78.9,5.0,974000.0,3.15,1.2,Hyundai i10,Hyundai,kmpl,20.36
Nissan Sunny 2011-2014 Diesel XL,Hyderabad,2012,87982,Diesel,Manual,First,84.8,5.0,1001500.0,5.0,1.5,Nissan Sunny,Nissan,kmpl,21.64
BMW 5 Series 2013-2017 520d Luxury Line,Jaipur,2013,40714,Diesel,Automatic,Second,190.0,5.0,6371000.0,24.75,2.0,BMW 5,BMW,kmpl,18.12
Chevrolet Optra Magnum 2.0 LT,Pune,2008,83000,Diesel,Manual,Second,123.7,5.0,1147000.0,2.6,2.0,Chevrolet Optra,Chevrolet,kmpl,16.52
Hyundai i10 Asta,Ahmedabad,2011,86000,Petrol,Manual,First,78.9,5.0,974000.0,3.75,1.2,Hyundai i10,Hyundai,kmpl,20.36
Skoda Laura Ambiente,Ahmedabad,2009,60002,Diesel,Manual,Second,106.0,5.0,2837000.0,4.85,1.9,Skoda Laura,Skoda,kmpl,17.5
Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Jaipur,2013,60000,Diesel,Automatic,First,170.0,5.0,8757000.0,27.0,2.1,Mercedes-Benz E-Class,Mercedes-Benz,kmpl,10.0
Honda Amaze SX i-DTEC,Kolkata,2014,84677,Diesel,Manual,First,98.6,5.0,853999.9999999999,3.0,1.5,Honda Amaze,Honda,kmpl,25.8
BMW X1 xDrive 20d xLine,Delhi,2017,23000,Diesel,Automatic,First,190.0,5.0,5026000.0,28.75,2.0,BMW X1,BMW,kmpl,20.68
Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,2016,81424,Diesel,Manual,First,100.6,8.0,2354000.0,14.49,2.5,Toyota Innova,Toyota,kmpl,12.99
Porsche Panamera 2010 2013 Diesel,Delhi,2013,36400,Diesel,Automatic,First,394.3,4.0,13600000.000000002,72.0,4.8,Porsche Panamera,Porsche,kmpl,7.5
